fid,receiver_name,installation_type,receiver_status,active,deployment_date,recovery_date,longitude,latitude,park_name,park_type,authority,gaz_date,epbc
acoustic_installation_summary_map.IMOS-ATF Heron Island.IMOS-ATF Heron Island.HER 19,NexTrak-R1-803000,ARRAY,NA,Active,2026-05-31T05:39:00Z,NA,151.89,-23.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS / AIMS / QDAF FADs.Breaksea Spit,VR2AR-546446,ARRAY,RECOVERED,Inactive,2024-01-19T01:30:00Z,2024-11-27T03:00:00Z,153.28,-24.48,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Mackerel Bay,VR2AR-546934,ARRAY,RECOVERED,Inactive,2024-05-15T01:50:00Z,2025-03-10T03:50:00Z,148.96,-20.07,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Billfish Project.DES Billfish.Shipping Channel Rock,VR2AR-546935,ARRAY,NA,Active,2025-06-01T20:52:00Z,NA,149.75,-20.77,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Chalkies Beach,VR2AR-546935,ARRAY,RECOVERED,Inactive,2024-05-16T01:05:00Z,2025-03-10T01:00:00Z,149.07,-20.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Billfish Project.DES Billfish.Pope Schoal,VR2AR-546936,ARRAY,NA,Active,2025-07-27T03:05:00Z,NA,149.61,-20.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 2,VR2AR-546939,ARRAY,RECOVERED,Inactive,2024-05-15T00:15:00Z,2025-03-10T23:32:00Z,148.94,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 5,VR2AR-546940,ARRAY,NA,Active,2026-04-12T04:07:00Z,NA,148.94,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI1 2021,VR2AR-546992,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI1 March 2021,VR2AR-546992,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI2 2021,VR2AR-546993,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:01:00Z,151.7,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI2 March 2021,VR2AR-546993,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.7,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI3 2021,VR2AR-546994,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.69,-23.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI3 March 2021,VR2AR-546994,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.69,-23.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI4 2021,VR2AR-546995,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.73,-23.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI4 March 2021,VR2AR-546995,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.73,-23.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI5 2021,VR2AR-546996,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.72,-23.32,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI5 March 2021,VR2AR-546996,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.72,-23.32,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI6 2021,VR2AR-546997,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.67,-23.32,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI6 March 2021,VR2AR-546997,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.67,-23.32,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI7 2021,VR2AR-546998,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI7 March 2021,VR2AR-546998,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI8 2021,VR2AR-546999,ARRAY,RECOVERED,Inactive,2021-03-18T14:01:00Z,2022-02-20T14:00:00Z,151.68,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.North West Island Array.NWI8 March 2021,VR2AR-546999,ARRAY,RECOVERED,Inactive,2021-03-14T14:00:00Z,2021-03-18T14:00:00Z,151.68,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.AIMS Special Management 1,VR2AR-547772,ARRAY,NA,Active,2025-09-22T02:24:00Z,NA,147.06,-19.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Bowling Green Bay - Giru,VR2AR-547773,ARRAY,NA,Active,2025-05-27T02:47:00Z,NA,147.35,-19.31,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Allan Point,VR2AR-548502,ARRAY,LOST,Inactive,2025-05-19T22:17:00Z,2026-04-11T00:30:00Z,149.34,-21.46,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Hay Point Leads,VR2AR-548503,ARRAY,RECOVERED,Inactive,2025-05-20T03:44:00Z,2026-04-11T03:02:00Z,149.41,-21.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 3,VR2AR-548504,ARRAY,RECOVERED,Inactive,2024-05-15T00:40:00Z,2026-04-12T05:05:00Z,148.93,-20.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Freshwater Point,VR2AR-548517,ARRAY,RECOVERED,Inactive,2024-06-11T23:31:00Z,2025-07-06T23:30:00Z,149.34,-21.43,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Cape Hilsborough,VR2AR-549561,ARRAY,NA,Active,2026-04-11T06:25:00Z,NA,149.06,-20.92,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_5,VR2AR-549813,ARRAY,NA,Active,2025-09-25T22:42:00Z,NA,151.7,-23.31,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.ST_range_2,VR2AR-549813,ARRAY,RECOVERED,Inactive,2025-08-16T00:47:00Z,2025-09-25T01:46:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Border Island,VR2AR-549814,ARRAY,RECOVERED,Inactive,2024-05-16T02:50:00Z,2025-03-10T03:00:00Z,149.03,-20.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour Gate 4,VR2AR-549815,ARRAY,RECOVERED,Inactive,2020-10-25T17:49:00Z,2021-09-28T07:00:00Z,148.93,-20.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 4,VR2AR-549816,ARRAY,RECOVERED,Inactive,2024-05-15T00:58:00Z,2025-03-11T00:03:00Z,148.94,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour Gate 3,VR2AR-549816,ARRAY,RECOVERED,Inactive,2020-10-25T17:47:00Z,2021-09-28T07:00:00Z,148.92,-20.24,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.ST_range_1,VR2AR-549816,ARRAY,RECOVERED,Inactive,2025-08-16T00:17:00Z,2025-09-25T01:07:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour Gate 2,VR2AR-549818,ARRAY,RECOVERED,Inactive,2020-10-25T17:46:00Z,2021-09-28T07:00:00Z,148.92,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour 1,VR2AR-549821,ARRAY,NA,Active,2026-04-12T03:47:00Z,NA,148.95,-20.25,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS1_NWI,VR2AR-549821,ARRAY,RECOVERED,Inactive,2023-10-05T03:40:00Z,2024-10-17T00:45:00Z,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Pioneer River,VR2AR-549822,ARRAY,NA,Active,2026-04-11T04:27:00Z,NA,149.24,-21.15,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.ST_range_3,VR2AR-549822,ARRAY,RECOVERED,Inactive,2025-08-16T01:24:00Z,2025-09-25T00:47:00Z,151.68,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Qld Array - Mackay.Wreck,VR2AR-549823,ARRAY,RECOVERED,Inactive,2025-05-20T01:27:00Z,2026-04-11T01:59:00Z,149.37,-21.35,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Cid Harbour Gate 1,VR2AR-549823,ARRAY,RECOVERED,Inactive,2020-10-25T17:30:00Z,2021-09-29T00:00:00Z,148.9,-20.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS-ATF Eastern Gulf of Carpentaria Array.IMOS ATF - Eastern GoC.Albany Island,VR2AR-550733,ARRAY,NA,Active,2025-10-01T22:32:00Z,NA,142.57,-10.7,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.Mooring,VR2AR-552734,ARRAY,RECOVERED,Inactive,2023-10-04T04:59:00Z,2024-10-16T03:30:00Z,151.71,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_4,VR2AR-552734,ARRAY,NA,Active,2025-09-25T22:54:00Z,NA,151.7,-23.31,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS3_NWI,VR2AR-552735,ARRAY,RECOVERED,Inactive,2023-10-05T03:32:00Z,2024-10-17T01:05:00Z,151.7,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS4_NWI,VR2AR-552736,ARRAY,RECOVERED,Inactive,2023-10-05T03:45:00Z,2024-10-16T05:40:00Z,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.Half way,VR2AR-552737,ARRAY,RECOVERED,Inactive,2023-10-04T04:25:00Z,2024-10-16T03:00:00Z,151.75,-23.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_3,VR2AR-552737,ARRAY,NA,Active,2025-09-25T23:29:00Z,NA,151.68,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.Heavy fished,VR2AR-552738,ARRAY,RECOVERED,Inactive,2023-10-04T03:40:00Z,2024-02-21T22:45:00Z,151.84,-23.26,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.North_fish_tail,VR2AR-552738,ARRAY,RECOVERED,Inactive,2024-02-21T23:45:00Z,2024-10-17T04:10:00Z,151.79,-23.27,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_2,VR2AR-552739,ARRAY,NA,Active,2025-09-25T23:22:00Z,NA,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.South fish tail,VR2AR-552739,ARRAY,RECOVERED,Inactive,2023-10-04T02:59:00Z,2024-10-16T02:00:00Z,151.81,-23.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS2_NWI,VR2AR-552740,ARRAY,RECOVERED,Inactive,2023-10-05T03:37:00Z,2024-10-17T00:15:00Z,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_6,VR2AR-552742,ARRAY,NA,Active,2025-09-25T22:32:00Z,NA,151.7,-23.32,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.South 1,VR2AR-552742,ARRAY,RECOVERED,Inactive,2023-10-04T05:24:00Z,2024-10-16T01:00:00Z,151.74,-23.31,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.Green Zone,VR2AR-552743,ARRAY,RECOVERED,Inactive,2023-10-04T05:13:00Z,2024-10-16T00:30:00Z,151.7,-23.31,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS5_NWI,VR2AR-552744,ARRAY,RECOVERED,Inactive,2023-10-05T03:49:00Z,2024-10-17T02:30:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS6_NWI,VR2AR-552745,ARRAY,RECOVERED,Inactive,2023-10-05T03:55:00Z,2024-10-17T03:40:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.NWI_1,VR2AR-552746,ARRAY,NA,Active,2025-09-25T23:12:00Z,NA,151.69,-23.29,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS7_NWI,VR2AR-552746,ARRAY,RECOVERED,Inactive,2023-10-05T04:04:00Z,2024-10-16T04:10:00Z,151.68,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS8_NWI,VR2AR-552747,ARRAY,LOST,Inactive,2023-10-05T04:02:00Z,2024-10-17T00:00:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Shute Harbour,VR2AR-552748,ARRAY,NA,Active,2026-04-12T02:54:00Z,NA,148.8,-20.3,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.North West Island Shark Behaviour.IMOS North West Island.VPS9_NWI,VR2AR-552748,ARRAY,RECOVERED,Inactive,2023-10-05T03:59:00Z,2024-10-16T04:45:00Z,151.69,-23.28,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.1_Laura,VR2AR-553758,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,151.87,-22.87,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.6_AIMS,VR2AR-553759,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-29T02:00:00Z,151.99,-22.85,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.10_NSWDPI,VR2AR-553760,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,151.83,-23.04,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.4_Laura,VR2AR-553762,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,151.87,-22.77,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.12_NSWDPI,VR2AR-553763,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,151.86,-23.06,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.9_NSWDPI,VR2AR-553764,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-08-28T02:00:00Z,151.84,-23.05,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.8_AIMS,VR2AR-553765,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,151.99,-22.86,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.5_AIMS,VR2AR-553766,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-29T02:00:00Z,151.99,-22.86,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.11_NSWDPI,VR2AR-553767,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,151.84,-23.04,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.2_Laura,VR2AR-553768,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,151.84,-22.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.3_Laura,VR2AR-553769,ARRAY,RECOVERED,Inactive,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,151.85,-22.73,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.Biopixel Oceans Foundation.Essential Hammerhead Habitats.Hazard Bay Deep,VR2AR-555060,ARRAY,RECOVERED,Inactive,2025-03-18T02:22:00Z,2025-09-29T03:18:00Z,146.48,-18.63,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Rabbit Island,VR2AR-555155,ARRAY,NA,Active,2026-04-11T20:28:00Z,NA,148.9,-20.82,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.Whitsundays.Repulse Bay,VR2AR-555159,ARRAY,NA,Active,2026-04-11T22:47:00Z,NA,148.77,-20.5,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Brothers Islands,VR2AR-555176,ARRAY,NA,Active,2026-04-11T21:03:00Z,NA,148.85,-20.78,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Batt Reef - North Gully,VR2Tx-481319,ARRAY,NA,Active,2025-10-23T02:15:00Z,NA,145.71,-16.36,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Roylen Bay (Goldsmith Island),VR2Tx-481320,ARRAY,NA,Active,2025-10-23T00:00:00Z,NA,149.14,-20.67,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Buchans Beach SCP,VR2Tx-481321,ARRAY,NA,Active,2026-06-10T21:26:00Z,NA,145.65,-16.72,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Saunders Reef - South (Far North),VR2Tx-481322,ARRAY,NA,Inactive,2023-11-27T04:00:00Z,NA,144.03,-11.49,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Great Detached (Far North),VR2Tx-481323,ARRAY,NA,Inactive,2023-11-28T20:35:00Z,NA,144.05,-11.5,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
acoustic_installation_summary_map.IMOS / AIMS Acoustic Telemetry Array Queensland.IMOS Coastal Array Queensland.Fitzroy Island,VR2Tx-481324,ARRAY,NA,Active,2025-08-27T00:01:00Z,NA,145.99,-16.92,Great Barrier Reef,Marine Park,GBRMPA,2004-04-21T00:00:00Z,Commonwealth
