FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.Roper River Array.Roper River.Mole Hill,ARRAY,,,,,Inactive,POINT (133.78 -14.85),false
acoustic_installation_summary_map.Roper River Array.Roper River.Moroak,ARRAY,,,,,Inactive,POINT (133.69 -14.82),false
acoustic_installation_summary_map.Roper River Array.Roper River.NLC,ARRAY,,,,,Inactive,POINT (134.46 -14.69),false
acoustic_installation_summary_map.Roper River Array.Roper River.Red Lily,ARRAY,,,,,Inactive,POINT (133.42 -14.87),false
acoustic_installation_summary_map.Roper River Array.Roper River.Red Rock,ARRAY,,,,,Inactive,POINT (134.41 -14.69),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rockbar 24 d/s,ARRAY,VR2W-126738,2015-09-09T23:30:00Z,,,Inactive,POINT (134.35 -14.61),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rockbar 24 u/s,ARRAY,VR2W-126741,2015-09-09T23:30:00Z,,,Inactive,POINT (134.35 -14.6),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rockbar 27 d/s,ARRAY,,,,,Inactive,POINT (134.36 -14.65),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rockbar 27 u/s,ARRAY,,,,,Inactive,POINT (134.36 -14.64),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rocky Bar d/s,ARRAY,,,,,Inactive,POINT (134.04 -14.73),false
acoustic_installation_summary_map.Roper River Array.Roper River.Rocky Bar u/s,ARRAY,,,,,Inactive,POINT (134.04 -14.73),false
acoustic_installation_summary_map.Roper River Array.Roper River.Roper Bar d/s,ARRAY,,,,,Inactive,POINT (134.51 -14.71),false
acoustic_installation_summary_map.Roper River Array.Roper River.Roper Bar u/s,ARRAY,,,,,Inactive,POINT (134.51 -14.71),false
acoustic_installation_summary_map.Roper River Array.Roper River.Scraper d/s,ARRAY,,,,,Inactive,POINT (134.38 -14.68),false
acoustic_installation_summary_map.Roper River Array.Roper River.Scraper u/s,ARRAY,,,,,Inactive,POINT (134.37 -14.68),false
acoustic_installation_summary_map.Roper River Array.Roper River.The Swing d/s,ARRAY,,,,,Inactive,POINT (134.11 -14.66),false
acoustic_installation_summary_map.Roper River Array.Roper River.The Swing u/s,ARRAY,,,,,Inactive,POINT (134.1 -14.68),false
acoustic_installation_summary_map.Roper River Array.Roper River.Twelve Mile Yards,ARRAY,,,,,Inactive,POINT (133.22 -14.95),false
acoustic_installation_summary_map.Roper River Array.Roper River.Two Mile,ARRAY,,,,,Inactive,POINT (133.36 -14.93),false
acoustic_installation_summary_map.Roper River Array.Roper River.u/s Big River reach,ARRAY,VR2W-126736,2015-09-15T23:30:00Z,2018-06-14T23:30:00Z,RECOVERED,Inactive,POINT (134.29 -14.6),false
acoustic_installation_summary_map.Roper River Array.Roper River.Water pump,ARRAY,,,,,Inactive,POINT (134.36 -14.67),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 1,ARRAY,VR2W-101901,2007-12-08T23:30:00Z,2008-11-18T05:07:00Z,RECOVERED,Inactive,POINT (119.35 -17.24),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 2,ARRAY,VR2W-101903,2007-12-07T23:30:00Z,2008-10-16T12:11:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 3,ARRAY,VR2W-101905,2007-12-08T00:30:00Z,2008-10-16T12:42:00Z,RECOVERED,Inactive,POINT (119.37 -17.27),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 4,ARRAY,VR2W-101902,2007-12-09T01:30:00Z,2008-10-16T12:35:00Z,RECOVERED,Inactive,POINT (119.36 -17.27),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 5,ARRAY,VR2W-101904,2007-12-09T23:30:00Z,2008-10-16T12:29:00Z,RECOVERED,Inactive,POINT (119.37 -17.29),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Clerke 6,ARRAY,VR2W-101907,2007-12-09T00:30:00Z,2008-10-16T12:44:00Z,RECOVERED,Inactive,POINT (119.36 -17.29),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 1,ARRAY,VR2W-101802,2007-12-02T23:30:00Z,2008-11-24T05:52:25Z,RECOVERED,Inactive,POINT (118.94 -17.5),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 2,ARRAY,VR2W-101804,2007-12-04T00:30:00Z,,,Inactive,POINT (118.96 -17.49),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 3,ARRAY,VR2W-101807,2007-12-03T00:30:00Z,2008-11-18T02:28:00Z,RECOVERED,Inactive,POINT (118.97 -17.53),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 4,ARRAY,VR2W-101899,2007-12-03T01:00:00Z,2008-11-18T01:29:00Z,RECOVERED,Inactive,POINT (118.96 -17.53),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 5,ARRAY,VR2W-101803,2007-12-02T00:00:00Z,2008-11-18T02:51:00Z,RECOVERED,Inactive,POINT (118.97 -17.54),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 6,ARRAY,VR2W-101806,2007-12-03T23:30:00Z,,,Inactive,POINT (118.96 -17.56),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Imperieuse 7,ARRAY,VR2W-101906,2007-12-04T00:00:00Z,,,Inactive,POINT (118.96 -17.6),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Mermaid 1,ARRAY,VR2W-101900,2007-12-12T00:30:00Z,,,Inactive,POINT (119.61 -17.02),false
acoustic_installation_summary_map.Rowley Shoals reef shark tracking 2007.Rowley Shoals.Mermaid 2,ARRAY,VR2W-101805,2007-12-11T23:30:00Z,2008-11-18T01:48:00Z,RECOVERED,Inactive,POINT (119.64 -17.06),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.AV1,ARRAY,VR2W-108281,2017-01-03T04:30:55Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.AV2,ARRAY,VR2W-111339,2017-01-03T04:35:48Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.AV3,ARRAY,VR2W-110469,2017-01-03T04:36:51Z,,,Inactive,POINT (166.44 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC1,ARRAY,VR2W-108295,2017-01-03T04:37:18Z,,,Inactive,POINT (166.42 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC10,ARRAY,VR2W-108282,2017-01-03T04:41:23Z,,,Inactive,POINT (166.42 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC11,ARRAY,VR2W-110471,2017-01-03T04:41:42Z,,,Inactive,POINT (166.42 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC12,ARRAY,VR2W-108296,2017-01-03T04:42:01Z,,,Inactive,POINT (166.42 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC2,ARRAY,VR2W-108280,2017-01-03T04:37:38Z,,,Inactive,POINT (166.43 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC3,ARRAY,VR2W-108285,2017-01-03T04:38:03Z,,,Inactive,POINT (166.43 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC4,ARRAY,VR2W-108278,2017-01-03T04:38:24Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC5,ARRAY,VR2W-108276,2017-01-03T04:38:41Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC6,ARRAY,VR2W-110468,2017-01-03T04:38:59Z,,,Inactive,POINT (166.43 -22.29),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC7,ARRAY,VR2W-108286,2017-01-03T04:39:18Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC8,ARRAY,VR2W-111341,2017-01-03T04:40:48Z,,,Inactive,POINT (166.43 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.BC9,ARRAY,VR2W-110470,2017-01-03T04:41:04Z,,,Inactive,POINT (166.42 -22.3),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.IC1,ARRAY,VR2W-108277,2017-01-03T04:39:41Z,,,Inactive,POINT (166.43 -22.31),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.IC2,ARRAY,VR2W-111338,2017-01-03T04:40:13Z,,,Inactive,POINT (166.43 -22.31),false
acoustic_installation_summary_map.Sea snake monitoring in Noumea New Caledonia.Noumea telesnake.IC3,ARRAY,VR2W-111340,2017-01-03T04:40:30Z,,,Inactive,POINT (166.43 -22.31),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.A1 Derwent - Middle,ARRAY,VR2-1719,2008-07-14T22:30:00Z,,,Inactive,POINT (147.34 -42.97),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.A2 Derwent - Middle,ARRAY,VR2-3011,2008-07-14T22:30:00Z,,,Inactive,POINT (147.35 -42.97),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.A3 Derwent - Middle,ARRAY,VR2-1768,2008-07-14T22:30:00Z,,,Inactive,POINT (147.36 -42.97),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.A4 Derwent - Middle,ARRAY,VR2W-100981,2008-02-08T00:30:00Z,2009-05-26T22:30:00Z,RECOVERED,Inactive,POINT (147.37 -42.97),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.A5 Derwent - Middle,ARRAY,VR2-1879,2008-07-14T22:30:00Z,,,Inactive,POINT (147.38 -42.97),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B1 Derwent - Lower,ARRAY,VR2W-102312,2008-07-05T22:30:00Z,,,Inactive,POINT (147.35 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B2 Derwent - Lower,ARRAY,VR2W-102313,2008-07-06T22:30:00Z,,,Inactive,POINT (147.35 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B3 Derwent - Lower,ARRAY,VR2-1861,2008-07-14T22:30:00Z,2009-05-03T22:30:00Z,RECOVERED,Inactive,POINT (147.36 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B4 Derwent - Lower,ARRAY,VR2-1777,2008-07-13T22:30:00Z,,,Inactive,POINT (147.37 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B5 Derwent - Lower,ARRAY,VR2-1760,2008-07-13T22:31:00Z,,,Inactive,POINT (147.38 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B6 Derwent - Lower,ARRAY,VR2-1858,2008-07-13T22:30:00Z,,,Inactive,POINT (147.39 -43.03),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.B7 Derwent - Lower,ARRAY,VR2-1852,2008-07-14T22:30:00Z,,,Inactive,POINT (147.39 -43.03),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.D1 Norfolk Bay - Cascade Bay,ARRAY,VR2-4995,2008-02-05T21:50:00Z,2009-05-18T22:30:00Z,RECOVERED,Inactive,POINT (147.8 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.D2 Norfolk Bay - Cascade Bay,ARRAY,VR2-4738,2008-02-06T00:30:00Z,,,Inactive,POINT (147.8 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.D3 Norfolk Bay - Cascade Bay,ARRAY,VR2-4997,2008-02-06T01:00:00Z,,,Inactive,POINT (147.8 -43.03),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.D4 Norfolk Bay - Cascade Bay,ARRAY,VR2-1745,2008-07-15T22:30:00Z,,,Inactive,POINT (147.8 -43.04),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.DC1 Dunally Canal,ARRAY,VR2-1735,2008-02-06T03:15:00Z,2008-10-20T21:20:00Z,RECOVERED,Inactive,POINT (147.81 -42.88),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der01 Derwent - Upper,ARRAY,VR2-1839,2009-05-25T22:30:00Z,,,Inactive,POINT (147.34 -42.87),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der02 Derwent - Upper,ARRAY,VR2-3010,2009-05-25T22:30:00Z,,,Inactive,POINT (147.34 -42.87),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der03 Derwent - Upper,ARRAY,VR2-1863,2008-07-17T22:30:00Z,,,Inactive,POINT (147.32 -42.83),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der04 Derwent - Upper,ARRAY,VR2-1850,2008-07-17T22:30:00Z,,,Inactive,POINT (147.31 -42.82),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der05 Derwent - Upper,ARRAY,VR2W-102315,2008-08-13T22:30:00Z,,,Inactive,POINT (147.28 -42.79),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der06 Derwent - Upper,ARRAY,VR2-4642,2008-07-23T22:30:00Z,2009-10-04T21:30:00Z,RECOVERED,Inactive,POINT (147.28 -42.78),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der07 Derwent - Upper,ARRAY,VR2-1873,2008-07-08T22:30:00Z,2009-10-04T21:30:00Z,RECOVERED,Inactive,POINT (147.25 -42.75),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der08 Derwent - Upper,ARRAY,VR2W-102311,2008-10-16T21:30:00Z,,,Inactive,POINT (147.21 -42.73),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der09 Derwent - Upper,ARRAY,VR2-1849,2009-05-25T22:31:00Z,2009-10-04T21:30:00Z,RECOVERED,Inactive,POINT (147.13 -42.76),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.Der10 Derwent - Upper,ARRAY,VR2-4100,2008-07-23T22:30:00Z,2009-10-04T21:30:00Z,RECOVERED,Inactive,POINT (147.26 -42.77),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.E1 Norfolk Bay - Primrose Point,ARRAY,VR2W-101040,2007-11-15T05:30:00Z,2008-12-08T21:00:00Z,RECOVERED,Inactive,POINT (147.68 -42.9),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.E2 Norfolk Bay - Primrose Point,ARRAY,VR2W-101041,2008-12-08T21:30:00Z,2011-02-26T22:21:00Z,RECOVERED,Inactive,POINT (147.67 -42.91),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.E3 Norfolk Bay - Primrose Point,ARRAY,VR2W-101042,2008-12-08T21:30:00Z,2011-02-26T21:57:00Z,RECOVERED,Inactive,POINT (147.67 -42.92),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.E4 Norfolk Bay - Primrose Point,ARRAY,VR2-4099,2008-12-08T21:30:00Z,,,Inactive,POINT (147.67 -42.93),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.EH1 EagleHawk,ARRAY,VR2-3012,2008-07-15T22:30:00Z,,,Inactive,POINT (147.85 -43.03),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.EH2 EagleHawk,ARRAY,VR2-1750,2008-07-15T22:30:00Z,,,Inactive,POINT (147.87 -43.01),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F1 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101043,2007-11-20T01:00:00Z,2011-02-26T23:55:00Z,RECOVERED,Inactive,POINT (147.74 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F2 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101044,2007-11-20T01:03:00Z,,,Inactive,POINT (147.74 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F3 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101045,2007-11-20T01:07:00Z,,,Inactive,POINT (147.75 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F4 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101046,2007-11-20T01:10:00Z,,,Inactive,POINT (147.76 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F5 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101047,2007-11-20T01:14:00Z,2011-02-26T22:39:00Z,RECOVERED,Inactive,POINT (147.77 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F6 Norfolk Bay - Ironstone Point,ARRAY,VR2W-101048,2007-11-20T01:17:00Z,2011-02-27T09:57:00Z,RECOVERED,Inactive,POINT (147.78 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F7 Norfolk Bay - Ironstone Point,ARRAY,VR2-1866,2008-07-15T22:30:00Z,,,Inactive,POINT (147.79 -42.94),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F8 Norfolk Bay - Ironstone Point,ARRAY,VR2-1838,2008-07-15T22:30:00Z,,,Inactive,POINT (147.8 -42.94),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.F9 Norfolk Bay - Ironstone Point,ARRAY,VR2-1842,2008-07-15T22:30:00Z,,,Inactive,POINT (147.81 -42.93),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G1 Norfolk Bay - Princess Point,ARRAY,VR2-1876,2008-07-15T22:30:00Z,,,Inactive,POINT (147.77 -43.03),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G2 Norfolk Bay - Princess Point,ARRAY,VR2W-1841,2008-07-07T22:30:00Z,,,Inactive,POINT (147.77 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G3 Norfolk Bay - Princess Point,ARRAY,VR2-1766,2008-07-07T22:30:00Z,2009-05-17T22:30:00Z,RECOVERED,Inactive,POINT (147.78 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G4 Norfolk Bay - Princess Point,ARRAY,VR2-1843,2008-07-07T22:30:00Z,,,Inactive,POINT (147.79 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G5 Norfolk Bay - Princess Point,ARRAY,VR2-1839,2008-07-07T22:30:00Z,2009-05-25T22:20:00Z,RECOVERED,Inactive,POINT (147.8 -43.01),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G6 Norfolk Bay - Princess Point,ARRAY,VR2W-100982,2007-11-20T01:47:00Z,2011-02-26T23:44:00Z,RECOVERED,Inactive,POINT (147.81 -43.01),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G7 Norfolk Bay - Princess Point,ARRAY,VR2W-100980,2007-11-20T01:51:00Z,2011-02-26T22:55:00Z,RECOVERED,Inactive,POINT (147.82 -43),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.G8 Norfolk Bay - Princess Point,ARRAY,VR2W-101801,2007-11-20T00:54:00Z,2007-11-20T00:55:00Z,RECOVERED,Inactive,POINT (147.83 -43),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H01 Fredrick Henry Bay,ARRAY,VR2-4645,2008-10-28T21:30:00Z,,,Inactive,POINT (147.55 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H02 Fredrick Henry Bay,ARRAY,VR2W-101799,2007-11-19T23:57:00Z,2008-11-19T23:57:00Z,RECOVERED,Inactive,POINT (147.56 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H03 Fredrick Henry Bay,ARRAY,VR2W-101798,2007-11-15T07:05:00Z,2008-11-15T23:59:59Z,RECOVERED,Inactive,POINT (147.57 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H04 Fredrick Henry Bay,ARRAY,VR2W-101797,2007-11-15T07:00:00Z,2010-11-21T05:03:00Z,RECOVERED,Inactive,POINT (147.58 -42.96),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H05 Fredrick Henry Bay,ARRAY,VR2W-101796,2007-11-15T06:43:00Z,2011-08-06T05:33:56Z,RECOVERED,Inactive,POINT (147.59 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H06 Fredrick Henry Bay,ARRAY,VR2W-101795,2007-11-15T06:40:00Z,2008-11-15T00:00:00Z,RECOVERED,Inactive,POINT (147.6 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H07 Fredrick Henry Bay,ARRAY,VR2W-101794,2007-11-15T06:33:00Z,2010-01-25T01:10:00Z,RECOVERED,Inactive,POINT (147.61 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H08 Fredrick Henry Bay,ARRAY,VR2W-101793,2007-11-15T06:30:00Z,2010-01-24T23:12:00Z,RECOVERED,Inactive,POINT (147.62 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H09 Fredrick Henry Bay,ARRAY,VR2W-101792,2007-11-15T06:30:00Z,2008-10-21T00:00:00Z,RECOVERED,Inactive,POINT (147.63 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H10 Fredrick Henry Bay,ARRAY,VR2W-102318,2008-10-20T21:30:00Z,2009-05-19T22:30:00Z,RECOVERED,Inactive,POINT (147.66 -42.94),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.H11 Fredrick Henry Bay,ARRAY,VR2-1735,2008-10-20T21:30:00Z,,,Inactive,POINT (147.65 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.J1 Dennes Pt,ARRAY,VR2-1773,2008-07-06T22:30:00Z,,,Inactive,POINT (147.34 -43.05),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.J2 Dennes Pt,ARRAY,VR2-4643,2008-07-06T22:30:00Z,,,Inactive,POINT (147.34 -43.06),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.L1 Norfolk Bay - Dart Island,ARRAY,VR2-1856,2008-07-15T22:30:00Z,,,Inactive,POINT (147.84 -43.01),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.L2 Norfolk Bay - Dart Island,ARRAY,VR2-3010,2008-07-15T22:30:00Z,2009-05-25T22:20:00Z,RECOVERED,Inactive,POINT (147.84 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.L3 Norfolk Bay - Dart Island,ARRAY,VR2-7515,2007-12-03T21:30:00Z,,,Inactive,POINT (147.84 -43.02),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.PW1 Pittwater,ARRAY,VR2W-101040,2008-12-08T21:30:00Z,,,Inactive,POINT (147.6 -42.82),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.PW2 Pittwater,ARRAY,VR2-1845,2008-10-28T21:30:00Z,,,Inactive,POINT (147.61 -42.84),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.X1 Norfolk Bay - King George Island,ARRAY,VR2-4994,2008-02-06T02:30:00Z,,,Inactive,POINT (147.81 -42.94),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.X2 Norfolk Bay - King George Island,ARRAY,VR2-4993,2008-02-06T02:00:00Z,2009-05-18T22:30:00Z,RECOVERED,Inactive,POINT (147.81 -42.95),false
acoustic_installation_summary_map.Seven Gill tracking in Coastal Tasmania.Seven Gill tracking in Coastal Tasmania.X3 Norfolk Bay - King George Island,ARRAY,VR2W-102320,2008-02-20T23:45:00Z,,,Inactive,POINT (147.81 -42.95),false
