FID,installation_type,receiver_name,deployment_date,recovery_date,receiver_status,active,geom,imos_b
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.FtR M4 2023,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.FtR SA M4 2022/2023 102001,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.FtR TC M1 2020/2021,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.FtR TC M1 2022/2023 101919,ARRAY,,,,,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST01 TCN,ARRAY,,,,,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST02 TCE,ARRAY,,,,,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST03-TCS,ARRAY,,,,,Inactive,POINT (153.55 -27.38),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST04 Turtle Cave West,ARRAY,,,,,Inactive,POINT (153.33 -27.23),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST05 GNB,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST06 GEB,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST07 M4,ARRAY,,,,,Inactive,POINT (153.65 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST07 Shark Ally M4,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST08 WG,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST09 CG,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST10 SG,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST11 M3,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST11 Shark Ally M3,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.ST Blue Corner,ARRAY,,,,,Inactive,POINT (153.55 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Flat Rock - Grey Nurse Shark Installation.SW Boundary,ARRAY,,,,,Inactive,POINT (153.54 -27.39),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.10_NSWDPI,ARRAY,VR2AR-553760,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,RECOVERED,Inactive,POINT (151.83 -23.04),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.11_NSWDPI,ARRAY,VR2AR-553767,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,RECOVERED,Inactive,POINT (151.84 -23.04),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.12_NSWDPI,ARRAY,VR2AR-553763,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,RECOVERED,Inactive,POINT (151.86 -23.06),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.1_Laura,ARRAY,VR2AR-553758,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,RECOVERED,Inactive,POINT (151.87 -22.87),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.2_Laura,ARRAY,VR2AR-553768,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,RECOVERED,Inactive,POINT (151.84 -22.67),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.3_Laura,ARRAY,VR2AR-553769,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,RECOVERED,Inactive,POINT (151.85 -22.73),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.4_Laura,ARRAY,VR2AR-553762,2024-08-15T02:00:00Z,2025-07-28T02:00:00Z,RECOVERED,Inactive,POINT (151.87 -22.77),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.5_AIMS,ARRAY,VR2AR-553766,2024-08-15T02:00:00Z,2025-07-29T02:00:00Z,RECOVERED,Inactive,POINT (151.99 -22.86),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.6_AIMS,ARRAY,VR2AR-553759,2024-08-15T02:00:00Z,2025-07-29T02:00:00Z,RECOVERED,Inactive,POINT (151.99 -22.85),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.8_AIMS,ARRAY,VR2AR-553765,2024-08-15T02:00:00Z,2025-07-28T00:00:00Z,RECOVERED,Inactive,POINT (151.99 -22.86),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.GBR-Grey Nurse Shark Installation.9_NSWDPI,ARRAY,VR2AR-553764,2024-08-15T02:00:00Z,2025-08-28T02:00:00Z,RECOVERED,Inactive,POINT (151.84 -23.05),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Cherubs Cave,ARRAY,VR2AR-553755,2024-03-24T14:59:00Z,2025-05-15T15:02:00Z,RECOVERED,Inactive,POINT (153.47 -27.12),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Cherubs Cave 2017,ARRAY,,,,,Inactive,POINT (153.47 -27.12),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.China Wall,ARRAY,VR2W-114640,2021-10-17T16:47:00Z,2022-11-23T17:10:00Z,RECOVERED,Inactive,POINT (153.38 -27.28),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Flinders Reef,ARRAY,VR2W-114796,2023-12-17T20:49:00Z,2025-03-16T20:51:00Z,RECOVERED,Inactive,POINT (153.48 -26.98),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Henderson Rock,ARRAY,VR2W-102003,2022-11-23T18:38:00Z,2024-05-12T18:40:00Z,RECOVERED,Inactive,POINT (153.47 -27.13),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Tangalooma QYAC mooring,ARRAY,VR2W-114666,2023-03-08T23:40:00Z,2024-08-06T02:30:00Z,RECOVERED,Inactive,POINT (153.34 -27.18),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Moreton Island - Grey Nurse Shark Installation.Wobbie Rock Tunnels,ARRAY,VR2Tx-492329,2025-08-18T01:26:00Z,,,Active,POINT (153.2 -26.65),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.PA Round Rock,ARRAY,,,,,Inactive,POINT (13.19 -25.92),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Round Rock,ARRAY,VR2Tx-488894,2024-10-31T00:00:00Z,2025-10-17T00:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.92),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.ST14 WR,ARRAY,,,,,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.ST15 WR,ARRAY,,,,,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.ST16 WR,ARRAY,,,,,Inactive,POINT (153.2 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.ST17 WR,ARRAY,,,,,Inactive,POINT (153.2 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.ST18 WR,ARRAY,,,,,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-Mooring Line,ARRAY,VR2W-103327,2021-07-27T20:37:00Z,2023-02-28T20:37:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST01 Outer Boundary,ARRAY,VR2AR-546998,2022-08-22T17:50:00Z,2023-08-15T17:51:00Z,RECOVERED,Inactive,POINT (153.2 -25.88),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST02,ARRAY,VR2W-114796,2016-12-20T14:00:00Z,2018-01-09T16:10:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST03,ARRAY,VR2W-114804,2016-12-20T14:00:00Z,2017-11-20T14:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST04,ARRAY,VR2W-103345,2016-12-20T14:00:00Z,2018-01-10T02:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST04 Outer Boundary,ARRAY,VR2AR-546993,2022-08-22T17:36:00Z,2023-08-15T17:39:00Z,RECOVERED,Inactive,POINT (153.21 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST05,ARRAY,VR2W-114802,2016-12-20T14:00:00Z,2017-12-16T16:14:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST05 Outer Boundary,ARRAY,VR2AR-546997,2022-08-22T17:43:00Z,2023-08-15T17:44:00Z,RECOVERED,Inactive,POINT (153.2 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST06 Shark Gutter,ARRAY,VR2AR-553767,2025-10-16T01:40:00Z,2025-10-18T00:50:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST07 Outer Gutter,ARRAY,VR2Tx-488895,2024-10-30T00:00:00Z,2025-10-17T00:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST08,ARRAY,VR2W-103358,2016-12-20T14:00:00Z,,,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST09 Shallow Gestation,ARRAY,VR2Tx-488892,2025-10-18T00:50:00Z,2026-06-20T03:22:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST10,ARRAY,VR2W-114812,2016-12-19T14:00:00Z,2018-05-19T16:16:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST11,ARRAY,VR2W-114819,2016-12-20T14:00:00Z,2018-01-17T16:17:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST12,ARRAY,VR2W-114822,2016-12-20T14:00:00Z,,,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST13,ARRAY,VR2W-101919,2016-12-20T14:00:00Z,2018-09-13T16:18:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST14 Boundary,ARRAY,VR2W-102001,2016-12-20T14:00:00Z,2017-07-10T16:06:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST15 Boundary,ARRAY,VR2W-114817,2016-12-20T14:00:00Z,2017-07-10T14:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST16 Boundary,ARRAY,VR2W-103379,2016-12-20T20:27:00Z,2017-07-10T20:27:00Z,RECOVERED,Inactive,POINT (153.2 -25.91),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST17 Boundary,ARRAY,VR2W-103356,2016-12-20T14:00:00Z,2017-07-10T16:08:00Z,RECOVERED,Inactive,POINT (153.2 -25.9),false
acoustic_installation_summary_map.Grey Nurse Shark Monitoring.Wolf Rock - Grey Nurse Shark Installation.Wolf Rock-ST18 Boundary,ARRAY,VR2W-103319,2016-12-20T14:00:00Z,2017-07-10T15:00:00Z,RECOVERED,Inactive,POINT (153.19 -25.9),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 1,ARRAY,VR2W-101764,2013-06-29T07:19:42Z,2014-07-10T23:51:34Z,RECOVERED,Inactive,POINT (138.27 -35.13),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 2,ARRAY,VR2W-101798,2013-06-29T07:35:32Z,2014-07-01T05:45:23Z,RECOVERED,Inactive,POINT (138.27 -35.14),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 3,ARRAY,VR2W-114578,2012-08-11T14:00:00Z,2013-07-01T03:49:16Z,RECOVERED,Inactive,POINT (138.27 -35.15),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 4,ARRAY,VR2W-101799,2013-06-29T07:32:04Z,2014-07-10T23:57:24Z,RECOVERED,Inactive,POINT (138.26 -35.15),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 5,ARRAY,VR2W-113119,2012-08-11T14:00:00Z,2013-07-01T04:04:37Z,RECOVERED,Inactive,POINT (138.25 -35.16),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 6,ARRAY,VR2W-101678,2013-06-29T07:24:26Z,2014-07-10T23:55:12Z,RECOVERED,Inactive,POINT (138.25 -35.16),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Aldinga.Aldinga 7,ARRAY,VR2W-101812,2013-06-29T07:38:55Z,2014-07-01T05:34:25Z,RECOVERED,Inactive,POINT (138.25 -35.17),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AGROS 1R,ARRAY,VR2W-115336,2013-05-17T07:13:06Z,2014-05-27T03:37:36Z,RECOVERED,Inactive,POINT (137.99 -34.49),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AGROS 2R,ARRAY,VR2W-104614,2013-05-14T05:46:47Z,2014-05-27T03:45:03Z,RECOVERED,Inactive,POINT (137.99 -34.5),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AGROS 3R,ARRAY,VR2W-105859,2013-05-17T07:16:42Z,2014-05-27T03:30:03Z,RECOVERED,Inactive,POINT (137.99 -34.47),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 10R,ARRAY,VR2W-115335,2013-05-17T06:32:51Z,2014-05-27T03:16:34Z,RECOVERED,Inactive,POINT (138.04 -34.46),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR11RT,ARRAY,VR2W-101752,2013-07-30T08:23:10Z,2014-05-27T04:08:57Z,RECOVERED,Inactive,POINT (138.02 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR12R,ARRAY,VR2W-109628,2013-07-30T08:01:32Z,2014-05-27T04:10:34Z,RECOVERED,Inactive,POINT (138.01 -34.46),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR13R,ARRAY,VR2W-109626,2013-07-30T08:43:58Z,2014-05-27T04:01:04Z,RECOVERED,Inactive,POINT (137.99 -34.46),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR14R,ARRAY,VR2W-101754,2013-07-30T07:47:51Z,2014-05-27T04:13:21Z,RECOVERED,Inactive,POINT (137.98 -34.46),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR15R,ARRAY,VR2W-110641,2013-07-30T08:09:39Z,2014-07-22T07:23:19Z,RECOVERED,Inactive,POINT (137.97 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR16RT,ARRAY,VR2W-101753,2013-07-30T07:32:45Z,2014-05-27T04:14:12Z,RECOVERED,Inactive,POINT (137.96 -34.44),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR17R,ARRAY,VR2W-103306,2013-07-30T07:21:25Z,2014-05-27T04:21:37Z,RECOVERED,Inactive,POINT (137.96 -34.43),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR18R,ARRAY,VR2W-109621,2013-07-30T08:16:45Z,2014-07-22T07:24:49Z,RECOVERED,Inactive,POINT (137.96 -34.42),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR19R,ARRAY,VR2W-101724,2013-07-30T08:31:43Z,2014-07-22T07:58:02Z,RECOVERED,Inactive,POINT (137.98 -34.43),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR1RT,ARRAY,VR2W-115341,2013-05-17T06:19:06Z,2014-05-27T04:05:59Z,RECOVERED,Inactive,POINT (138.05 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR20R,ARRAY,VR2W-101751,2013-07-30T07:40:10Z,2014-05-27T04:24:56Z,RECOVERED,Inactive,POINT (137.99 -34.43),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 2R,ARRAY,VR2W-115338,2013-05-17T07:03:54Z,2014-05-27T04:10:06Z,RECOVERED,Inactive,POINT (138.04 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 3R,ARRAY,VR2W-101671,2013-05-17T06:45:05Z,2014-05-27T04:15:40Z,RECOVERED,Inactive,POINT (138.03 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 4R,ARRAY,VR2W-115337,2013-05-17T06:36:30Z,2014-05-27T04:06:53Z,RECOVERED,Inactive,POINT (138.02 -34.45),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 5R,ARRAY,VR2W-115339,2013-05-17T06:14:02Z,2014-05-27T04:19:51Z,RECOVERED,Inactive,POINT (138.01 -34.44),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 6R,ARRAY,VR2W-115340,2013-05-17T07:07:26Z,2014-05-27T04:27:47Z,RECOVERED,Inactive,POINT (138 -34.44),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 7R,ARRAY,VR2W-101672,2013-05-18T07:42:10Z,2014-05-27T04:16:23Z,RECOVERED,Inactive,POINT (138 -34.43),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 8RT,ARRAY,VR2W-101780,2013-05-18T07:37:14Z,2014-07-22T08:08:36Z,RECOVERED,Inactive,POINT (137.97 -34.42),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR 9R,ARRAY,VR2W-115334,2013-05-17T06:58:00Z,2014-05-27T04:17:18Z,RECOVERED,Inactive,POINT (138.05 -34.46),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR NTH 1R,ARRAY,VR2W-101675,2013-05-18T07:33:02Z,2014-05-27T04:03:41Z,RECOVERED,Inactive,POINT (138.05 -34.41),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.AR NTH 2R,ARRAY,VR2W-101336,2012-04-18T04:41:44Z,2012-05-14T06:54:14Z,RECOVERED,Inactive,POINT (138.02 -34.39),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.ARNTH 3R,ARRAY,VR2W-101686,2013-05-18T07:53:57Z,2014-05-27T04:22:17Z,RECOVERED,Inactive,POINT (138.1 -34.43),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.ARNTH 4R,ARRAY,VR2W-101740,2013-05-18T07:57:59Z,2014-05-27T03:23:53Z,RECOVERED,Inactive,POINT (138.06 -34.37),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.BAR 1R,ARRAY,VR2W-106967,2013-05-14T06:19:45Z,2014-07-22T07:55:13Z,RECOVERED,Inactive,POINT (138.06 -34.52),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Ardrossan - SA.ZAN 1R,ARRAY,VR2W-104612,2013-05-14T06:25:17Z,2014-07-22T08:01:22Z,RECOVERED,Inactive,POINT (138.06 -34.51),false
acoustic_installation_summary_map.Gulf St Vincent monitoring.Black Point - SA.BP 1R,ARRAY,VR2W-101735,2011-05-16T14:00:00Z,2015-12-02T00:00:00Z,LOST,Inactive,POINT (137.99 -34.63),false
